web-scraper-order,web-scraper-start-url,articles_link,articles_link-href,details,nombre_chambre,nbre_salle_de_bain,superfécie,adresse,prix,image_lien-src
"1738158288-637","https://www.expat-dakar.com/appartements-meubles?page=16","Studio meublé à louer
                                1 chambre50 m²
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        mercredi, 13:17
                                    
                    25 000 F Cfa
                        
                        777813153
                    
                        768111211","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-6243202","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            50 m²","1","1","50 m²","Liberte 6 extension
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/99f909a281f29f008ef6484bfc036647/-/horizon-files-prod/ed/picture/qv4wv9e2/4818489f4c3ec2a5d32b93aac77a9811f59b38de.jpg"
"1738158291-638","https://www.expat-dakar.com/appartements-meubles?page=16","F4 meublé à louer aux mamelles non loin du lycee Jean mermoz
                                3 chambre150 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        mercredi, 13:45
                                    
                    900 000 F Cfa
                        
                        765295837","https://www.expat-dakar.com/annonce/f4-meuble-a-louer-aux-mamelles-non-loin-du-lycee-jean-mermoz-6248956","Chambres
        
                            3
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            150 m²","3","2","150 m²","Mamelles
            
                Dakar","900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/70b0485ec271901d92fac344650a2ef4/-/horizon-files-prod/ed/picture/qm5gqx5d/41f2ec25057c85a81f3226296045c321f771947e.jpg"
"1738158293-639","https://www.expat-dakar.com/appartements-meubles?page=16","Studio Meublé à Louer à Ngor Almadies
                                
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        mercredi, 15:38
                                    
                    25 000 F Cfa
                        
                        781764049
                    
                        764025181","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-a-ngor-almadies-6253190","","","","","Ngor
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/05bff6215e37ea36474685720b2b5dd3/-/horizon-files-prod/ed/picture/qv4wrd62/1524a10466437b9bd2b1c6abe9347b9b5b4224ac.jpg"
"1738158295-640","https://www.expat-dakar.com/appartements-meubles?page=16","Suite meublée à louer sur sacre  coeur 3
                                
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        mercredi, 18:55
                                    
                    25 000 F Cfa
                        
                        779647249
                    
                        778095050
                    
                        772900004","https://www.expat-dakar.com/annonce/suite-meublee-a-louer-sur-sacre-coeur-3-6258594","","","","","Sacré-cœur
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd11b63d3715d058c36781a5b72a99cf/-/horizon-files-prod/ed/picture/qwepx6q5/dff6487cfa51110c6d4420f5e1558966c27a717b.jpg"
"1738158298-641","https://www.expat-dakar.com/appartements-meubles?page=16","Appartements à la Cité Kalia Almadies2
                                60 m²
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        mercredi, 20:25
                                    
                    25 000 F Cfa
                        
                        786219717
                    
                        786219717
                    
                        778347349","https://www.expat-dakar.com/annonce/appartements-a-la-cite-kalia-almadies2-6133031","Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            60 m²","","2","60 m²","Almadies 2
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd621cc203cdbb846f4256b6ed18b3f5/-/horizon-files-prod/ed/picture/q44n8eq8/4d75870f61005434d2e685212aa427e0cc567a4f.jpg"
"1738158300-642","https://www.expat-dakar.com/appartements-meubles?page=16","Appartements à la Cité Kalia Almadies2
                                65 m²
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        mercredi, 20:25
                                    
                    375 000 F Cfa
                        
                        786219717
                    
                        786219717
                    
                        778347349","https://www.expat-dakar.com/annonce/appartements-a-la-cite-kalia-almadies2-6211081","Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            65 m²","","2","65 m²","Almadies 2
            
                Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb217f7eb32addf7a2c509820979f9ca/-/horizon-files-prod/ed/picture/qj4qwpe8/2a9012e45ed9de20d745533d4bc1ebb63c476f95.jpg"
"1738158303-643","https://www.expat-dakar.com/appartements-meubles?page=16","Studio meublé à ouakam
                                1 chambre30 m²
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        mercredi, 23:18
                                    
                                            Vendeur vérifié
                                        
                    16 000 F Cfa
                        
                        766752135
                    
                        774448839","https://www.expat-dakar.com/annonce/studio-meuble-a-ouakam-5406969","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            30 m²","1","1","30 m²","Ouakam
            
                Dakar","16 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/014fcab794f6b69a1b55e8b036f883ba/-/horizon-files-prod/ed/picture/q0gggjd8/7bf0d2532fd9f7131298c4c1f6fd8b1b7c500d85.jpg"
"1738158305-644","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement F2 meublé à louer aux Almadies (Philip Morris)
                                1 chambre64 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 05:08
                                    
                    40 000 F Cfa
                        
                        777758713
                    
                        777758713","https://www.expat-dakar.com/annonce/appartement-f2-meuble-a-louer-aux-almadies-philip-morris-4490362","Chambres
        
                            1
                    
            Mètres carrés
        
                            64 m²","1","","64 m²","Almadies
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ca413b26dc953c6f30f266c8351a4f6/-/horizon-files-prod/ed/picture/qdvkqz2/c400e25cc4367629492d46a828034b0c5bd1ab47.jpg"
"1738158307-645","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement F4  meublé à sacrée cœur
                                3 chambre148 m²
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        jeudi, 08:51
                                    
                    75 000 F Cfa
                        
                        774432880","https://www.expat-dakar.com/annonce/appartement-f4-meuble-a-sacree-coeur-6110345","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            148 m²","3","3","148 m²","Sicap Sacré-cœur
            
                Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e92ad3247bfc9622f5a40fe085680cbf/-/horizon-files-prod/ed/picture/q78w824n/268df767b59f7160a518b3a4a8b60d3861341888.jpg"
"1738158310-646","https://www.expat-dakar.com/appartements-meubles?page=16","Appartement meublé à louer aux almadies
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 09:48
                                    
                    2 500 000 F Cfa
                        
                        783001717","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-aux-almadies-6257464","Chambres
        
                            3","3","","","Almadies
            
                Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a10c3b95dab5f66cb15f93bc644977f4/-/horizon-files-prod/ed/picture/qenv8zzv/bc052c6b6b4d231ad7c2b22c9c35517121a6a3f0.jpg"
"1738158315-647","https://www.expat-dakar.com/appartements-meubles?page=15","UN TRES GRAND STUDIO A LOUER
                                2 chambre30 m²
                                                                                    Cité Damel,
                                                                                Dakar
                                    
                                        jeudi, 13:15
                                    
                    30 000 F Cfa
                        
                        777199678
                    
                        785902186","https://www.expat-dakar.com/annonce/un-tres-grand-studio-a-louer-6263832","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            30 m²","2","2","30 m²","Cité Damel
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e3fff48cea6577f35819759c197502f/-/horizon-files-prod/ed/picture/qrz8xrem/f79540e015a7759684beac3ce4fc86c12eab56e8.jpg"
"1738158317-648","https://www.expat-dakar.com/appartements-meubles?page=15","2 chambres meublé à louer à Liberté 6
                                2 chambre
                                                                                    Liberte 6 extension,
                                                                                Dakar
                                    
                                        jeudi, 13:39
                                    
                    600 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/2-chambres-meuble-a-louer-a-liberte-6-6263867","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Liberte 6 extension
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef7777975c44db6687f863d2980a5599/-/horizon-files-prod/ed/picture/q78w6jej/a5dbcc523f4e63a8c2ebde77974b1ea4e804fe7f.jpg"
"1738158320-649","https://www.expat-dakar.com/appartements-meubles?page=15","Joli F2 meublé à grand standing à thies
                                1 chambre
                                                                                    Thiès,
                                                                                Thiès
                                    
                                        jeudi, 15:46
                                    
                    35 000 F Cfa
                        
                        776587323","https://www.expat-dakar.com/annonce/joli-f2-meuble-a-grand-standing-a-thies-6263866","Chambres
        
                            1
                    
            Salle de Bain
        
                            1","1","1","","Thiès
            
                Thiès","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c75a17eead18106625e3be6961ef3b0/-/horizon-files-prod/ed/picture/q6xdjqed/40cdb1cdd8692bd0a30328ca338fdde5c5db298b.jpg"
"1738158322-650","https://www.expat-dakar.com/appartements-meubles?page=15","Studio à louer aux Almadies
                                1 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 13:43
                                    
                    650 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/studio-a-louer-aux-almadies-6256504","Chambres
        
                            1
                    
            Salle de Bain
        
                            1","1","1","","Almadies
            
                Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82d148e6c1ad089a5b9855ae3fc57313/-/horizon-files-prod/ed/picture/q9mjz6x6/b51f12db3a3ba34c7073b964a90d68e7983b569e.jpg"
"1738158325-651","https://www.expat-dakar.com/appartements-meubles?page=15","Magnifique appartement meublé au Point E
                                3 chambre300 m²
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        jeudi, 14:14
                                    
                    2 000 000 F Cfa
                        
                        785862828
                    
                        338242908
                    
                        786392387","https://www.expat-dakar.com/annonce/magnifique-appartement-meuble-au-point-e-6206516","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            300 m²","3","3","300 m²","Point-e
            
                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6316feb45893ffc0ebfa9444dfd99d6/-/horizon-files-prod/ed/picture/qpdm2zjj/e465c5493f85ef6a01565ce2fe43d007d97588e4.jpg"
"1738158327-652","https://www.expat-dakar.com/appartements-meubles?page=15","Au cœur des Mamelles
                                5 chambre400 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 15:32
                                    
                    300 000 F Cfa
                        
                        776527110","https://www.expat-dakar.com/annonce/au-coeur-des-mamelles-6262967","Chambres
        
                            5
                    
            Salle de Bain
        
                            5
                    
            Mètres carrés
        
                            400 m²","5","5","400 m²","Almadies
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6163b9984dbc4970783b12f982f05879/-/horizon-files-prod/ed/picture/q78w6wvx/6437c2564935f2f0f9aaa19d1d85d092aa0b68f1.jpg"
"1738158330-653","https://www.expat-dakar.com/appartements-meubles?page=15","Appartement meublé de standing à louer aux almadies
                                3 chambre200 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        vendredi, 20:30
                                    
                    75 000 F Cfa
                        
                        776527110","https://www.expat-dakar.com/annonce/appartement-meuble-de-standing-a-louer-aux-almadies-6264004","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            200 m²","3","3","200 m²","Almadies
            
                Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c669d4d01ab5feae23ea2589599d360f/-/horizon-files-prod/ed/picture/q9mjv59w/11cbb38e44a802b25f3ddcdb81b9175bf16ca237.jpg"
"1738158332-654","https://www.expat-dakar.com/appartements-meubles?page=15","Studio meublè comico Ouakam
                                80 m²
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 17:07
                                    
                    12 500 F Cfa
                        
                        772335251
                    
                        772684390
                    
                        +393385845445","https://www.expat-dakar.com/annonce/studio-meuble-comico-ouakam-5264184","Mètres carrés
        
                            80 m²","","","80 m²","Ouakam
            
                Dakar","12 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/629cbc80d73bf71b13cbeba5406f4a5b/-/horizon-files-prod/ed/picture/qder42nw/d9d4d7a6a27d74a749576a5f2fec0bb0bd7548ec.jpg"
"1738158335-655","https://www.expat-dakar.com/appartements-meubles?page=15","Superbe 3 chambres Point E
                                3 chambre150 m²
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        vendredi, 12:25
                                    
                    65 000 F Cfa
                        
                        779170639
                    
                        778893535","https://www.expat-dakar.com/annonce/superbe-3-chambres-point-e-5990722","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            150 m²","3","3","150 m²","Point-e
            
                Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e4f89af87b562694dc9f1d9e22cead1/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q6xk42m4/0c290f678608c56cfad94447dd7560de583fddef.jpg"
"1738158338-656","https://www.expat-dakar.com/appartements-meubles?page=15","STUDIO MEUBLÉ À LOUER À MERMOZ JUSTE DERRIÈRE KFC
                                2 chambre98 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        jeudi, 20:05
                                    
                    450 000 F Cfa
                        
                        778298993","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-a-mermoz-juste-derriere-kfc-6264220","Chambres
        
                            2
                    
            Mètres carrés
        
                            98 m²","2","","98 m²","Mermoz
            
                Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7743676e96b62c9e6228b9d4543ee28b/-/horizon-files-prod/ed/picture/qenvk9m9/1f9a36a1e1ca1169cb0e0e2063a26e9c9d176557.jpg"
"1738158343-657","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement et studio à louer zak mbao sortie 9 de rufisque
                                
                                                                                    Zac Mbao,
                                                                                Dakar
                                    
                                        jeudi, 20:29
                                    
                    20 000 F Cfa
                        
                        777936929
                    
                        770260380","https://www.expat-dakar.com/annonce/appartement-et-studio-a-louer-zak-mbao-sortie-9-de-rufisque-6217566","","","","","Zac Mbao
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbd7d553bd512be77e97a97cde3710a1/-/horizon-files-prod/ed/picture/q6xdmgd8/5d5ac002b14e853d22a1ea20e09496ab32a00ffb.jpg"
"1738158346-658","https://www.expat-dakar.com/appartements-meubles?page=14","Magnifique F2 meublés aux almadies
                                1 chambre100 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 20:32
                                    
                    45 000 F Cfa
                        
                        777758713
                    
                        777758713","https://www.expat-dakar.com/annonce/magnifique-f2-meubles-aux-almadies-5627905","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            100 m²","1","1","100 m²","Almadies
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/570a46f39fdc1d90f104abde8af2d668/-/horizon-files-prod/ed/picture/qngd5zmm/f5fc37db6c497d5b0e98af0f8c2a7bfd97fa7299.jpg"
"1738158348-659","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement meublé de deux chambres
                                2 chambre80 m²
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        jeudi, 22:24
                                    
                    35 000 F Cfa
                        
                        775158519
                    
                        775158519","https://www.expat-dakar.com/annonce/appartement-meuble-de-deux-chambres-4708384","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            80 m²","2","2","80 m²","Sicap Sacré-cœur
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/933752abfa13955dd03f8ce2de1fe313/-/horizon-files-prod/ed/picture/qd5w7e4/0833a1311b74bfe9c334e1ff5cb9496fcd835da7.jpg"
"1738158351-660","https://www.expat-dakar.com/appartements-meubles?page=14","JOLI APPARTEMENT MEUBLÉ SUR LA VDN
                                2 chambre150 m²
                                                                                    VDN,
                                                                                Dakar
                                    
                                        vendredi, 06:51
                                    
                    40 000 F Cfa
                        
                        784689081","https://www.expat-dakar.com/annonce/joli-appartement-meuble-sur-la-vdn-5978869","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            150 m²","2","2","150 m²","VDN
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4ab34796911015779bd56eece8d6e3f/-/horizon-files-prod/ed/picture/q0gwzzpj/449e84c2f8e37fefa3dc35ce30cab2092d50d3cf.jpg"
"1738158353-661","https://www.expat-dakar.com/appartements-meubles?page=14","APPARTEMENT MEUBLÉ
                                2 chambre39 m²
                                                                                    Keur Massar,
                                                                                Dakar
                                    
                                        vendredi, 15:36
                                    
                    20 000 F Cfa
                        
                        750121313","https://www.expat-dakar.com/annonce/appartement-meuble-6264102","Chambres
        
                            2
                    
            Mètres carrés
        
                            39 m²","2","","39 m²","Keur Massar
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e845f37ca52b905f75c1562de0af513/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qv4wjg92/369255a29165fd91575453390ad28b5675ac72db.jpg"
"1738158355-662","https://www.expat-dakar.com/appartements-meubles?page=14","Studio meublé à Ngor Almadies
                                1 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        vendredi, 10:02
                                    
                    20 000 F Cfa
                        
                        773162279
                    
                        776627416","https://www.expat-dakar.com/annonce/studio-meuble-a-ngor-almadies-6239446","Chambres
        
                            1","1","","","Ngor
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/62444bfc63b6e943ff8ba3ed1f072f2b/-/horizon-files-prod/ed/picture/qv4w0nzw/93920da8a199287a485401d3ead75e19bac85af2.jpg"
"1738158358-663","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement F4 à louer à fann résidence
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        vendredi, 10:36
                                    
                                            Vendeur vérifié
                                        
                    1 600 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-fann-residence-6247938","","","","","Fann
            
                Dakar","1 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d0ea1e6357ce1eccd2e5c7140d75b9e/-/horizon-files-prod/ed/picture/qpdmr4km/f1976c40be0e43008f7094a39237a4f25993440d.jpg"
"1738158360-664","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement 2ch + salon meublé à louer au plateau
                                
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 10:37
                                    
                                            Vendeur vérifié
                                        
                    45 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-2ch-salon-meuble-a-louer-au-plateau-6234062","","","","","Plateau
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/518c0fd46a40f5dc423a0aac5a43d0c5/-/horizon-files-prod/ed/picture/qde7z404/cea285c4778275d1bb347d3491a54abbc1797f99.jpg"
"1738158363-665","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement meublé T3
                                2 chambre
                                                                                    Virage,
                                                                                Dakar
                                    
                                        vendredi, 10:38
                                    
                    45 000 F Cfa
                        
                        771706833","https://www.expat-dakar.com/annonce/appartement-meuble-t3-6171667","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Virage
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d9e6e5042036e1aeb4136f0959e2428/-/horizon-files-prod/ed/picture/q78wxd0x/33a39809fbc53d54445af1b4cc8469f7dcaf95a7.jpg"
"1738158365-666","https://www.expat-dakar.com/appartements-meubles?page=14","Appartement F3 meublé à louer au plateau
                                2 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 10:54
                                    
                                            Vendeur vérifié
                                        
                    1 600 000 F Cfa
                        
                        705657870
                    
                        705657870","https://www.expat-dakar.com/annonce/appartement-f3-meuble-a-louer-au-plateau-6253122","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Plateau
            
                Dakar","1 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcdbcf4a1429eee2f154d203d75fe5c8/-/horizon-files-prod/ed/picture/q6xdwq8p/ac379e40bc09dbf40e6e60678ab1e49bd9d56b68.jpg"
"1738158370-667","https://www.expat-dakar.com/appartements-meubles?page=13","Appartement meublé 2 chambres keur gorgui
                                2 chambre80 m²
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        vendredi, 11:02
                                    
                    35 000 F Cfa
                        
                        779170639
                    
                        778893535","https://www.expat-dakar.com/annonce/appartement-meuble-2-chambres-keur-gorgui-6091118","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            80 m²","2","2","80 m²","Cité keur gorgui
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d76627dcda679f504e815443db02a511/-/horizon-files-prod/ed/picture/qde7rrxr/8ac40e0f229bcdb33691eeb4b32ce09b62fc145f.jpg"
"1738158373-668","https://www.expat-dakar.com/appartements-meubles?page=13","Studio meublé à louer aux Almadies 2
                                
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        vendredi, 11:03
                                    
                    22 500 F Cfa
                        
                        784550555","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-aux-almadies-2-6188782","","","","","Almadies 2
            
                Dakar","22 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9b915efa81bd95461079eee406667da/-/horizon-files-prod/ed/picture/qpdm8m40/bcd1df5f0576c9b49eaf93a21c3ccf2ab2b30bae.jpg"
"1738158375-669","https://www.expat-dakar.com/appartements-meubles?page=13","Studio meublé Mermoz
                                
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 11:10
                                    
                    550 000 F Cfa
                        
                        785408080","https://www.expat-dakar.com/annonce/studio-meuble-mermoz-6264698","Salle de Bain
        
                            2","","2","","Plateau
            
                Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1266b49f745f5df6f7f83380520f494/-/horizon-files-prod/ed/picture/qrz8x6k2/b50268eed0ed1d8a16e99075935d34810de06913.jpg"
"1738158378-670","https://www.expat-dakar.com/appartements-meubles?page=13","Studio à louer aux maristes
                                1 chambre
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 12:21
                                    
                    500 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/studio-a-louer-aux-maristes-6256508","Chambres
        
                            1
                    
            Salle de Bain
        
                            1","1","1","","Hann maristes
            
                Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed6dfb9da9722920e1cdca7d71fe82f9/-/horizon-files-prod/ed/picture/q8v48xr7/32466f4bc0418f381cd22b0784c1d26aa0f550c8.jpg"
"1738158380-671","https://www.expat-dakar.com/appartements-meubles?page=13","Appartement Meublé à Hann Mariste
                                1 chambre80 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        vendredi, 12:43
                                    
                    25 000 F Cfa
                        
                        762668595","https://www.expat-dakar.com/annonce/appartement-meuble-a-hann-mariste-5254856","Chambres
        
                            1
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            80 m²","1","2","80 m²","Hann maristes
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a0b8f5a8ca2bd57533838f109460bd2/-/horizon-files-prod/ed/picture/qm5mn4pr/a97afa66117bb0eb548751bb1727dbb5aaedafb2.jpg"
"1738158383-672","https://www.expat-dakar.com/appartements-meubles?page=13","APPARTEMENT MEUBLE
                                2 chambre120 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        vendredi, 13:11
                                    
                    70 000 F Cfa
                        
                        771399916","https://www.expat-dakar.com/annonce/appartement-meuble-6264810","Chambres
        
                            2
                    
            Mètres carrés
        
                            120 m²","2","","120 m²","Mamelles
            
                Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/90b054f49700abe6e737ef126c8ba5b4/-/horizon-files-prod/ed/picture/qrz8x69q/8744f8f5cd722d5e3de335296c4be9e687bcb3b8.jpg"
"1738158385-673","https://www.expat-dakar.com/appartements-meubles?page=13","Chambre et studio meublés climatisés à louer par jours
                                20 chambre16 m²
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        vendredi, 14:17
                                    
                    25 000 F Cfa
                        
                        772350505","https://www.expat-dakar.com/annonce/chambre-et-studio-meubles-climatises-a-louer-par-jours-5957844","Chambres
        
                            20
                    
            Salle de Bain
        
                            17
                    
            Mètres carrés
        
                            16 m²","20","17","16 m²","Cité keur gorgui
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4f32bec1f62a25300db19ca35147084/-/horizon-files-prod/ed/picture/q6xk5m26/4c8f800695a201a051a73420b746c9707d9f009a.jpg"
"1738158387-674","https://www.expat-dakar.com/appartements-meubles?page=13","chambre meublée à louer par nuitée
                                20 chambre14 m²
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        vendredi, 14:18
                                    
                    15 000 F Cfa
                        
                        772350505","https://www.expat-dakar.com/annonce/chambre-meublee-a-louer-par-nuitee-5957848","Chambres
        
                            20
                    
            Salle de Bain
        
                            20
                    
            Mètres carrés
        
                            14 m²","20","20","14 m²","Cité keur gorgui
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f15949b89f765ff1bec33d42abd1cee8/-/horizon-files-prod/ed/picture/q9m9gd25/823044fce3de8c194892e123215c148af40b5cbf.jpg"
"1738158390-675","https://www.expat-dakar.com/appartements-meubles?page=13","Chambre meublée à louer par jours/nuitée
                                6 chambre20 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        vendredi, 14:22
                                    
                    15 000 F Cfa
                        
                        772130505
                    
                        773960784","https://www.expat-dakar.com/annonce/chambre-meublee-a-louer-par-joursnuitee-4888443","Chambres
        
                            6
                    
            Salle de Bain
        
                            6
                    
            Mètres carrés
        
                            20 m²","6","6","20 m²","Almadies
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3f505dd301c5f05682fddc7cd7a16e7/-/horizon-files-prod/ed/picture/qz7n4vg/c36cf8e0f5fa80bf69d6d1c1bab569972076ea63.jpg"
"1738158392-676","https://www.expat-dakar.com/appartements-meubles?page=13","studio meublé à louer par jours
                                1 chambre90 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        vendredi, 14:22
                                    
                    25 000 F Cfa
                        
                        781499607
                    
                        773960784","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-par-jours-5970576","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            90 m²","1","1","90 m²","Mermoz
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea25233e614b873c8927a4c4ce8c85f2/-/horizon-files-prod/ed/picture/qrzv5wp9/fe999fe36a3f679483ea95e34c719312503918a9.jpg"
