web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,nbre_chambre,nbre_salle_de_bain,adresse,prix,image_lien-src,superficie
"1738145387-143","https://www.expat-dakar.com/appartements-a-louer?page=115","VIP
    
                                    Appartement à louer sur la corniche des HLM
                                2 chambre
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        3. janv., 16:41
                                    
                    300 000 F Cfa
                        
                        772847878","https://www.expat-dakar.com/annonce/appartement-a-louer-sur-la-corniche-des-hlm-6247022","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","Hlm
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1201db24524853b294a2f5a22b9ad0b/-/horizon-files-prod/ed/picture/q6xd8wx4/85cbb42db218bb01ea699cd5265d2f038bd47a85.jpg",""
"1738145392-144","https://www.expat-dakar.com/appartements-a-louer?page=114","A LOUER UN APPT DE 03 CH SALON
                                3 chambre
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        4. nov. '24, 12:28
                                    
                    500 000 F Cfa
                        
                        766914231","https://www.expat-dakar.com/annonce/a-louer-un-appt-de-03-ch-salon-6202366","Chambres
        
                            3","3","","Sicap Sacré-cœur
            
                Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7ff206416f16c78ff1064188f7698e2/-/horizon-files-prod/ed/picture/q6xdzz9j/c8491e7fc010f1fee310c36ee72ff9ef2e0283fb.jpg",""
"1738145394-145","https://www.expat-dakar.com/appartements-a-louer?page=114","Appartement à louer
                                2 chambre12 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        4. nov. '24, 14:35
                                    
                    600 000 F Cfa
                        
                        776401292","https://www.expat-dakar.com/annonce/appartement-a-louer-6202500","Chambres
        
                            2
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            12 m²","2","3","Mermoz
            
                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0005fd345a9e4b4c523163a1b6222656/-/horizon-files-prod/ed/picture/q6xdzmxp/0bdc64b6136f10ed7e182183b8079eb653205e00.jpg","12 m²"
"1738145396-146","https://www.expat-dakar.com/appartements-a-louer?page=114","Appartement f3 a louer à Sicap baobab
                                2 chambre120 m²
                                                                                    Sicap baobab,
                                                                                Dakar
                                    
                                        5. nov. '24, 09:05
                                    
                    450 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-f3-a-louer-a-sicap-baobab-6202543","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            120 m²","2","2","Sicap baobab
            
                Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7d63c42c23e96d5ae99372cd1dae421/-/horizon-files-prod/ed/picture/qzvpe6d9/4251a1026aecdb31e4c8bb1c6e2928400ad9cf64.jpg","120 m²"
"1738145399-147","https://www.expat-dakar.com/appartements-a-louer?page=114","Bel appartement à louer à Ngor
                                2 chambre120 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        4. nov. '24, 15:33
                                    
                    800 000 F Cfa
                        
                        778361515
                    
                        766231470","https://www.expat-dakar.com/annonce/bel-appartement-a-louer-a-ngor-5994964","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            120 m²","2","2","Ngor
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d5f8e5a84e6f19c656a65b3a62a81a/-/horizon-files-prod/ed/picture/qenqmd9x/1bcd2a8d636976d23fcf0517097705b34a5ba994.jpg","120 m²"
"1738145402-148","https://www.expat-dakar.com/appartements-a-louer?page=114","Ref_2711_GL À louer : Appartements  F5 au cœur de Dakar
                                4 chambre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        4. nov. '24, 17:02
                                    
                    1 300 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-2711-gl-a-louer-appartements-f5-au-coeur-de-dakar-6202672","Chambres
        
                            4
                    
            Salle de Bain
        
                            4","4","4","Plateau
            
                Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b623a8b2c45c63d78a311596988ae20/-/horizon-files-prod/ed/picture/qwepj8w0/d6db50c4a29bc235c224e334757ddfa0a8eb31ca.jpg",""
"1738145405-149","https://www.expat-dakar.com/appartements-a-louer?page=114","Appartement à Fann résidence F6 à louer
                                5 chambre
                                                                                    Fann,
                                                                                Dakar
                                    
                                        4. nov. '24, 18:06
                                    
                    3 500 000 F Cfa
                        
                        785862828
                    
                        338242908
                    
                        786392387","https://www.expat-dakar.com/annonce/appartement-a-fann-residence-f6-a-louer-6133926","Chambres
        
                            5
                    
            Salle de Bain
        
                            4","5","4","Fann
            
                Dakar","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca46c596322280ff88f71dd712d01c0f/-/horizon-files-prod/ed/picture/q9mjjmn7/f7d089641d0063c1e8839bb902a12b4fa9116202.jpg",""
"1738145408-150","https://www.expat-dakar.com/appartements-a-louer?page=114","Luxueux appartement F4 en centre ville
                                3 chambre180 m²
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        5. nov. '24, 07:32
                                    
                    2 000 000 F Cfa
                        
                        775710503","https://www.expat-dakar.com/annonce/luxueux-appartement-f4-en-centre-ville-6202800","Chambres
        
                            3
                    
            Mètres carrés
        
                            180 m²","3","","Plateau
            
                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad1e3724261730dd1ccaf659dd3ec167/-/horizon-files-prod/ed/picture/q6xdzmwz/30cd02c76077f0e95972ab505fa1ec94f44a4593.jpg","180 m²"
"1738145410-151","https://www.expat-dakar.com/appartements-a-louer?page=114","Magnifiques appartements rénovés à louer cité keur guorgui
                                3 chambre150 m²
                                                                                    Cité keur gorgui,
                                                                                Dakar
                                    
                                        lundi, 08:08
                                    
                    550 000 F Cfa
                        
                        774823430
                    
                        776548731
                    
                        774836846","https://www.expat-dakar.com/annonce/magnifiques-appartements-renoves-a-louer-cite-keur-guorgui-6148243","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            150 m²","3","3","Cité keur gorgui
            
                Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8426b4a1952b259a367867c3c7742959/-/horizon-files-prod/ed/picture/qzvp8jgq/25492bb8b1ea254a218fd07bb5bfaf530d717696.jpg","150 m²"
"1738145413-152","https://www.expat-dakar.com/appartements-a-louer?page=114","Appartement f3 à louer aux mamelles
                                2 chambre105 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        5. nov. '24, 10:19
                                    
                    550 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-f3-a-louer-aux-mamelles-6181067","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            105 m²","2","2","Mamelles
            
                Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ee86f06068486c3ca16399eb8e66c5f/-/horizon-files-prod/ed/picture/q78w09zd/62191b57da944a65f929203c74ca3cabceeb5081.jpg","105 m²"
"1738145415-153","https://www.expat-dakar.com/appartements-a-louer?page=114","Appartement F4 avec vue/mer à Ngor almadies
                                3 chambre200 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        8. déc. '24, 22:59
                                    
                    1 500 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-f4-avec-vuemer-a-ngor-almadies-6051473","Chambres
        
                            3
                    
            Salle de Bain
        
                            4
                    
            Mètres carrés
        
                            200 m²","3","4","Almadies
            
                Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f7011511a28d1610a9c0040c5dccbba/-/horizon-files-prod/ed/picture/qq470wqp/c100622db0a217e836f6f115bac1d187e8e4e106.jpg","200 m²"
"1738145420-154","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement f3 neuf à louer à Sicap foire
                                2 chambre110 m²
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        5. nov. '24, 10:38
                                    
                    400 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-f3-neuf-a-louer-a-sicap-foire-6175431","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            110 m²","2","2","Sicap foire
            
                Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c019a34e845f406d64d37d69c727d5e1/-/horizon-files-prod/ed/picture/q44nre8p/17d98b16d4919b4274e6a9251ebde93ca49a0378.jpg","110 m²"
"1738145423-155","https://www.expat-dakar.com/appartements-a-louer?page=113","Studio meublé haut standing aux Almadies
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        5. nov. '24, 11:25
                                    
                    850 000 F Cfa
                        
                        776858205
                    
                        766391108","https://www.expat-dakar.com/annonce/studio-meuble-haut-standing-aux-almadies-6144900","","","","Almadies
            
                Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c77565552c2ba12ba10b4f728efe979/-/horizon-files-prod/ed/picture/q6xdq6x8/81aa305fcfb151672ce7d2798b10a3ea6fbf1b98.jpg",""
"1738145426-156","https://www.expat-dakar.com/appartements-a-louer?page=113","Des plateaux de bureaux à louer à Medina avenue Malick Sy
                                
                                                                                    Médina,
                                                                                Dakar
                                    
                                        5. nov. '24, 11:23
                                    
                    2 000 000 F Cfa
                        
                        785898010
                    
                        776390246
                    
                        773321961","https://www.expat-dakar.com/annonce/des-plateaux-de-bureaux-a-louer-a-medina-avenue-malick-sy-6035050","","","","Médina
            
                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2f6a27d41de6f7ad2562c4d13b6f50f/-/horizon-files-prod/ed/picture/qwe267zj/4ab1a8e16294f085e0796b613394fea945373a71.jpg",""
"1738145429-157","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement neuf à louer Faan Corniche Mermoz
                                4 chambre240 m²
                                                                                    Fann,
                                                                                Dakar
                                    
                                        5. nov. '24, 12:12
                                    
                    2 750 000 F Cfa
                        
                        779151684","https://www.expat-dakar.com/annonce/appartement-neuf-a-louer-faan-corniche-mermoz-6203358","Chambres
        
                            4
                    
            Salle de Bain
        
                            4
                    
            Mètres carrés
        
                            240 m²","4","4","Fann
            
                Dakar","2 750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be1ac7a676cb204314d914ff17ead018/-/horizon-files-prod/ed/picture/qkr82vjj/22adb6f2233cb99e35d693f2c454f3754030b3fc.jpg","240 m²"
"1738145437-158","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement F4 haut standing dans la cité Mbackiyoufaye
                                3 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        5. nov. '24, 14:36
                                    
                    800 000 F Cfa
                        
                        785469330","https://www.expat-dakar.com/annonce/appartement-f4-haut-standing-dans-la-cite-mbackiyoufaye-6117916","Chambres
        
                            3
                    
            Salle de Bain
        
                            4","3","4","Mamelles
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ed49aa78507f9ddf4020d69f62e131d/-/horizon-files-prod/ed/picture/qpdmwqnw/e28793a87966f97fd34422f6c4047be876f9a7a5.jpg",""
"1738145440-159","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement a louer Sud Foire
                                2 chambre100 m²
                                                                                    Sud foire,
                                                                                Dakar
                                    
                                        5. nov. '24, 14:58
                                    
                    275 000 F Cfa
                        
                        776576626
                    
                        772317210
                    
                        779242728","https://www.expat-dakar.com/annonce/appartement-a-louer-sud-foire-6203516","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            100 m²","2","2","Sud foire
            
                Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/722c61f274d49ff37bc2026e2461eb3f/-/horizon-files-prod/ed/picture/qpdm25mp/2c0c9a9ae4a417693bbb7ac462b446a609eaeb01.jpg","100 m²"
"1738145443-160","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement spacieux à Sipres (en face les flamboyants)
                                2 chambre
                                                                                    VDN,
                                                                                Dakar
                                    
                                        5. nov. '24, 15:39
                                    
                    425 000 F Cfa
                        
                        777488842","https://www.expat-dakar.com/annonce/appartement-spacieux-a-sipres-en-face-les-flamboyants-6203573","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","VDN
            
                Dakar","425 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e53e036d974e277423c399b973bfad25/-/horizon-files-prod/ed/picture/qq42gk9k/b22cd03b8d082c528513df36b20e2a2a580761fa.jpg",""
"1738145447-161","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement AQUANIQUE
                                4 chambre210 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        5. nov. '24, 17:27
                                    
                    1 500 000 F Cfa
                        
                        779124343","https://www.expat-dakar.com/annonce/appartement-aquanique-6131484","Chambres
        
                            4
                    
            Salle de Bain
        
                            6
                    
            Mètres carrés
        
                            210 m²","4","6","Almadies
            
                Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69e1cb761c21880dce8855429d693589/-/horizon-files-prod/ed/picture/qde7k8d8/1fef37b810c66166dce2a98f5e6977a011cea66a.jpg","210 m²"
"1738145450-162","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement neuf à louer à Mermoz
                                3 chambre160 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        6. nov. '24, 11:50
                                    
                    800 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-neuf-a-louer-a-mermoz-6204312","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            160 m²","3","3","Mermoz
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5dafd3d85f55c662832e0377540b85e/-/horizon-files-prod/ed/picture/qm5gdq2g/204beedbb32d98af7ce36a054096afd843d6f9d3.jpg","160 m²"
"1738145452-163","https://www.expat-dakar.com/appartements-a-louer?page=113","Appartement neuf à nord foire
                                3 chambre
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        6. nov. '24, 13:45
                                    
                    350 000 F Cfa
                        
                        776424309
                    
                        338358713","https://www.expat-dakar.com/annonce/appartement-neuf-a-nord-foire-6204472","Chambres
        
                            3","3","","Nord foire
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e256a48de8fe7a032989cbba073c3e60/-/horizon-files-prod/ed/picture/qwepjx2j/9cbc5a67eed60c5b113a0b09b64364c937e7d1f2.jpg",""
"1738145457-164","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement f3
                                2 chambre100 m²
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. nov. '24, 15:13
                                    
                    250 000 F Cfa
                        
                        770773737
                    
                        760205959","https://www.expat-dakar.com/annonce/appartement-f3-6204554","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            100 m²","2","2","Plateau
            
                Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7155ef1c2b806cc70cc6960ea422ee42/-/horizon-files-prod/ed/picture/qrz85w68/825cb390dd94e2b8a87156e8edcd2ba2230997ff.jpg","100 m²"
"1738145461-165","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement de standing au Sacré Cœur 3 VDN
                                3 chambre197 m²
                                                                                    VDN,
                                                                                Dakar
                                    
                                        6. nov. '24, 15:41
                                    
                    190 000 000 F Cfa
                        
                        781752323","https://www.expat-dakar.com/annonce/appartement-de-standing-au-sacre-coeur-3-vdn-6204578","Chambres
        
                            3
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            197 m²","3","2","VDN
            
                Dakar","190 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f08643e7bb329a9280a23a0045e83a7/-/horizon-files-prod/ed/picture/qm5gd7j6/d4eb13975ad438951e6930ad05a596acc6b245cd.png","197 m²"
"1738145463-166","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement F3 à louer au Mamelles Magistrats
                                2 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        6. nov. '24, 15:36
                                    
                    250 000 F Cfa
                        
                        772381402
                    
                        774813344
                    
                        777344223","https://www.expat-dakar.com/annonce/appartement-f3-a-louer-au-mamelles-magistrats-6204583","Chambres
        
                            2
                    
            Salle de Bain
        
                            3","2","3","Mamelles
            
                Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9dafd6030533897662e260f7f95d0e3e/-/horizon-files-prod/ed/picture/q2j05vwd/51c62f2dfb2f01c4dbe1bfc18f9910dc5184ea5f.jpg",""
"1738145466-167","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement  à louer à Liberté 6
                                
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        6. nov. '24, 17:24
                                    
                    250 000 F Cfa
                        
                        781212073
                    
                        779198718","https://www.expat-dakar.com/annonce/appartement-a-louer-a-liberte-6-6099035","","","","Liberte 6
            
                Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/78cec4efb01a489813596890bfebf2cb/-/horizon-files-prod/ed/picture/qgqw5epn/08222dff88b382108ae94106fa4027b9f4c200b0.jpg",""
"1738145468-168","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement à louer almadies zone de recasement cité socabeg
                                2 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        6. nov. '24, 17:29
                                    
                    350 000 F Cfa
                        
                        785459263","https://www.expat-dakar.com/annonce/appartement-a-louer-almadies-zone-de-recasement-cite-socabeg-6204682","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","Almadies
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/53308bc139d3f698bd27109de6ab3445/-/horizon-files-prod/ed/picture/qpdm295p/43fdb64fa58cf0f19e317e748443ea43b2cef167.jpg",""
"1738145472-169","https://www.expat-dakar.com/appartements-a-louer?page=112","Logez-vous ou votre entreprise au coeur des Almadies
                                4 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        7. nov. '24, 00:35
                                    
                    800 000 F Cfa
                        
                        772864268","https://www.expat-dakar.com/annonce/logez-vous-ou-votre-entreprise-au-coeur-des-almadies-6204849","Chambres
        
                            4
                    
            Salle de Bain
        
                            4","4","4","Almadies
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3f27259e65ae15a7fa2cb12da22f4d5/-/horizon-files-prod/ed/picture/qngp2v4k/3f8c1b36913f7cfcfcd38048095811440c74b1cd.jpg",""
"1738145475-170","https://www.expat-dakar.com/appartements-a-louer?page=112","Ref_2479_PL Bel appartement neuf au Point E au 8ème
                                3 chambre
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        7. nov. '24, 10:09
                                    
                    1 400 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-2479-pl-bel-appartement-neuf-au-point-e-au-8eme-6205132","Chambres
        
                            3
                    
            Salle de Bain
        
                            2","3","2","Point-e
            
                Dakar","1 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a73b37d0844958747e050f2f3eabdb2d/-/horizon-files-prod/ed/picture/qrz85x05/cd318f964418e1a6b1e6d3887bc6e0badaca8d6a.jpg",""
"1738145478-171","https://www.expat-dakar.com/appartements-a-louer?page=112","Studio à louer à la Sicap Foire
                                
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        7. nov. '24, 10:50
                                    
                    200 000 F Cfa
                        
                        772571883
                    
                        709676189","https://www.expat-dakar.com/annonce/studio-a-louer-a-la-sicap-foire-6205178","","","","Sicap foire
            
                Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b8004853b5f0281b42e584830d4b8e7/-/horizon-files-prod/ed/picture/qm5gdwk9/86fa5dcfd8cbd5e2df5af0048ccdc2de4261a6ba.jpg",""
"1738145481-172","https://www.expat-dakar.com/appartements-a-louer?page=112","Appartement CORNICHE MAMEL
                                2 chambre146 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        7. nov. '24, 11:20
                                    
                    475 000 F Cfa
                        
                        781144342
                    
                        781144342","https://www.expat-dakar.com/annonce/appartement-corniche-mamel-6118420","Chambres
        
                            2
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            146 m²","2","3","Almadies
            
                Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2bb3a3dc943056cfdcf7adc9d6b26378/-/horizon-files-prod/ed/picture/qenv5mxd/5d41451e4175d12ded703245163503243ad9fec6.jpg","146 m²"
"1738145483-173","https://www.expat-dakar.com/appartements-a-louer?page=112","STUDIO A LOUER
                                1 chambre80 m²
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        7. nov. '24, 12:04
                                    
                    120 000 F Cfa
                        
                        775599232
                    
                        783910606","https://www.expat-dakar.com/annonce/studio-a-louer-6205291","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            80 m²","1","1","Ouest foire
            
                Dakar","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f58c07965f162fc8e832f791a0afcd89/-/horizon-files-prod/ed/picture/q0g754r6/4174f137fea76c8fbd051fe6945b74fd17ac8ab1.jpg","80 m²"
"1738145488-174","https://www.expat-dakar.com/appartements-a-louer?page=111","Appartement haut standing avec vue mer au Plateau
                                
                                                                                    Fann,
                                                                                Dakar
                                    
                                        7. nov. '24, 12:16
                                    
                    3 500 000 F Cfa
                        
                        765694080","https://www.expat-dakar.com/annonce/appartement-haut-standing-avec-vue-mer-au-plateau-6157066","","","","Fann
            
                Dakar","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e5875f58c1ca2e5810e09b2e555b74a/-/horizon-files-prod/ed/picture/q6xdnqd8/6185f060fb7b044eec539f82aab339f13eb4a4ae.jpg",""
"1738145491-175","https://www.expat-dakar.com/appartements-a-louer?page=111","Appartement f4 lumineux à Fann Résidence
                                3 chambre
                                                                                    Fann,
                                                                                Dakar
                                    
                                        7. nov. '24, 12:16
                                    
                    1 900 000 F Cfa
                        
                        765694080","https://www.expat-dakar.com/annonce/appartement-f4-lumineux-a-fann-residence-6156574","Chambres
        
                            3","3","","Fann
            
                Dakar","1 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/da9970bbfddf2cf162d94ad7cfc5c18b/-/horizon-files-prod/ed/picture/q8v4p44p/1ec1e22583cc7c6afe76bfdcd83ba9450dc375a0.jpg",""
"1738145494-176","https://www.expat-dakar.com/appartements-a-louer?page=111","Appartement spacieux à louer a Mermoz Mamelles
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        7. nov. '24, 15:43
                                    
                    1 500 000 F Cfa
                        
                        785898010
                    
                        776390246
                    
                        773321961","https://www.expat-dakar.com/annonce/appartement-spacieux-a-louer-a-mermoz-mamelles-6126771","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","Mermoz
            
                Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bde46d5db9257eaa3c0e55e38d18b7e/-/horizon-files-prod/ed/picture/qngpxjkk/68c8c40e284045da3e9fbaaf48d739214cb5744f.jpg",""
"1738145496-177","https://www.expat-dakar.com/appartements-a-louer?page=111","Appartement F4 à  louer à Ngor derrière le Chez Katia
                                3 chambre
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        7. nov. '24, 16:27
                                    
                    350 000 F Cfa
                        
                        772381402
                    
                        774813344
                    
                        777344223","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-ngor-derriere-le-chez-katia-6205619","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","Ngor
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c94aa48c914b71f9c253b4d5250ee53e/-/horizon-files-prod/ed/picture/q56dv052/1392699586a819b218dc1faaad3fca0d65bc6b40.jpg",""
"1738145499-178","https://www.expat-dakar.com/appartements-a-louer?page=111","APPARTEMENTS AUX MAMELLES
                                3 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        7. nov. '24, 18:00
                                    
                    475 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartements-aux-mamelles-6205692","Chambres
        
                            3
                    
            Salle de Bain
        
                            4","3","4","Mamelles
            
                Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3a034044c7463faf3f3bbfedd7638a4/-/horizon-files-prod/ed/picture/q9mjwqxp/dff3fc246efe65215aadbb8b3748b866763827f9.jpg",""
"1738145502-179","https://www.expat-dakar.com/appartements-a-louer?page=111","APPARTEMENTS AUX ALMADIES
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        7. nov. '24, 18:18
                                    
                    400 000 F Cfa
                        
                        773752863
                    
                        771059344","https://www.expat-dakar.com/annonce/appartements-aux-almadies-6205709","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","Almadies
            
                Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/77de0cae05c90c0e3d1e8c8600db6b03/-/horizon-files-prod/ed/picture/q44n7v99/aff6a28cf447ac509e6d3769d429687a4f8147c9.jpg",""
"1738145504-180","https://www.expat-dakar.com/appartements-a-louer?page=111","Appartement F5 à louer sur la Corniche des Almadies
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        8. nov. '24, 10:21
                                    
                    1 500 000 F Cfa
                        
                        783724705
                    
                        763290733
                    
                        774400096","https://www.expat-dakar.com/annonce/appartement-f5-a-louer-sur-la-corniche-des-almadies-6158664","Chambres
        
                            3
                    
            Salle de Bain
        
                            4","3","4","Almadies
            
                Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9b274ad943b7ead9a4884f354ae9eee/-/horizon-files-prod/ed/picture/qenv9x79/cdd8e918cf9735e1e3eb2e7506210a4e48905f64.jpg",""
"1738145508-181","https://www.expat-dakar.com/appartements-a-louer?page=111","Ref_2714_JN Des appartements F4 à louer à Mermoz
                                3 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        8. nov. '24, 10:21
                                    
                    800 000 F Cfa
                        
                        781385959
                    
                        776313024","https://www.expat-dakar.com/annonce/ref-2714-jn-des-appartements-f4-a-louer-a-mermoz-6206225","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","Mermoz
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b9866c4e908254fb03444d4c3bd99c6/-/horizon-files-prod/ed/picture/q0g75rjw/fdf85711ffb063eeeefc2933c2384ad073693e93.jpg",""
